FILE,ANS,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ISI.started,ISI.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image.started,image.stopped,session,participant,date,expName,psychopyVersion,frameRate,
T01.jpg,y,0,0,0,0,0.009968839993234724,1.0099688399932347,y,1,1.375407500003348,27.87377469999774,None,27.73542829998769,27.940025299991248,001,alvin_local_pic1,2021_Oct_17_0049,animal_detection_pic1,2021.2.3,60.01561606343358,
D02.jpg,n,0,1,1,4,0.0015986799990059808,1.001598679999006,n,1,0.6288692999951309,30.47240949999832,None,30.273236199995154,30.47240949999832,001,alvin_local_pic1,2021_Oct_17_0049,animal_detection_pic1,2021.2.3,60.01561606343358,
T02.jpg,y,0,2,2,1,0.008919699990656227,1.0089196999906562,n,0,0.7292464000056498,32.371905699998024,None,32.17253999999957,32.371905699998024,001,alvin_local_pic1,2021_Oct_17_0049,animal_detection_pic1,2021.2.3,60.01561606343358,
T03.jpg,y,0,3,3,2,0.0006742400000803173,1.0006742400000803,y,1,0.6876520000078017,34.354512299993075,None,34.15466359999846,34.354512299993075,001,alvin_local_pic1,2021_Oct_17_0049,animal_detection_pic1,2021.2.3,60.01561606343358,
D03.jpg,n,0,4,4,5,0.016270320003968664,1.0162703200039687,n,1,0.4170179999928223,36.287616099987645,None,36.104222399997525,36.303696199989645,001,alvin_local_pic1,2021_Oct_17_0049,animal_detection_pic1,2021.2.3,60.01561606343358,
D01.jpg,n,0,5,5,3,0.0035835799935739487,1.003583579993574,n,1,0.35229809999873396,37.92006479999691,None,37.72027629999502,37.92006479999691,001,alvin_local_pic1,2021_Oct_17_0049,animal_detection_pic1,2021.2.3,60.01561606343358,
